project_name,type,sw_component,brief_nmb_elements,brief_nmb_not_covered,brief_nmb_covered,brief_pct_coverage,enum_vars_brief_nmb_elements,enum_vars_brief_nmb_not_covered,enum_vars_brief_nmb_covered,enum_vars_brief_pct_coverage,param_nmb_elements,param_nmb_not_covered,param_nmb_covered,param_pct_coverage,return_nmb_elements,return_nmb_not_covered,return_nmb_covered,return_pct_coverage,security_nmb_elements,security_nmb_not_covered,security_nmb_covered,security_pct_coverage,verification_criteria_nmb_elements,verification_criteria_nmb_not_covered,verification_criteria_nmb_covered,verification_criteria_pct_coverage,test_nmb_elements,test_nmb_not_covered,test_nmb_covered,test_pct_coverage,sdd_trace_nmb_elements,sdd_trace_nmb_not_covered,sdd_trace_nmb_covered,sdd_trace_pct_coverage,sdd_trace_details_nmb_fcts,sdd_trace_details_nmb_dds_fct,sdd_trace_details_pct_dd_fct,sdd_trace_details_nmb_req_fct,sdd_trace_details_pct_req_fct,sdd_linked_req_ids_nmb,sdd_linked_req_ids_list
SDDToolchain,Dev,ICAS,803,50,753,93.77,53,53,0,0.0,484,0,484,100.0,484,0,484,100.0,484,484,0,0.0,484,484,0,0.0,484,45,439,90.7,484,32,452,93.39,484,158,32.64,294,60.74,228,"""['SWR_ICAS1_L3_BAPH_DoorL_187', 'SWR_ICAS1_L3_BAPH_DoorL_808', 'SWR_ICAS1_L3_BAPH_DoorL_889', 'SWR_ICAS1_L3_BAPH_DoorL_891', 'SWR_ICAS1_L3_BAPH_DoorL_926', 'SWR_ICAS1_L3_BAPH_DoorL_1217', 'SWR_ICAS1_L3_BAPH_DoorL_1218', 'SWR_ICAS1_L3_BAPH_DoorL_1219', 'SWR_L3_CRoute_PSO_AP_463', 'SWR_ICAS1_L3_BAPH_DoorL_886', 'SWR_ICAS1_L3_BAPH_DoorL_1231', 'SWR_ICAS1_L3_BAPH_DoorL_902', 'SWR_ICAS1_L3_BAPH_DoorL_880', 'SWR_ICAS1_L3_BAPH_DoorL_997', 'SWR_ICAS1_L3_BAPH_DoorL_801', 'SWR_ICAS1_L3_BAPH_DoorL_864', 'SWR_ICAS1_L3_BAPH_DoorL_869', 'SWR_ICAS1_L3_BAPH_DoorL_871', 'SWR_ICAS1_L3_BAPH_DoorL_876', 'SWR_ICAS1_L3_BAPH_DoorL_483', 'SWR_ICAS1_L3_BAPH_DoorL_994', 'SWR_ICAS1_L3_BAPH_DoorL_894', 'SWR_ICAS1_L3_BAPH_DoorL_877', 'SWR_ICAS1_L3_BAPH_DoorL_1426', 'SWR_ICAS1_L3_BAPH_DoorL_768', 'SWR_ICAS1_L3_BAPH_DoorL_897', 'SWR_ICAS1_L3_BAPH_DoorL_898', 'SWR_ICAS1_L3_BAPH_DoorL_1444', 'SWR_ICAS1_L3_BAPH_DoorL_1490', 'SWR_ICAS1_L3_BAPH_DoorL_1491', 'SWR_ICAS1_L3_BAPH_DoorL_1494', 'SWR_ICAS1_L3_BAPH_DoorL_1495', 'SWR_ICAS1_L3_BAPH_DoorL_1496', 'SWR_ICAS1_L3_BAPH_DoorL_1497', 'SWR_ICAS1_L3_BAPH_DoorL_1498', 'SWR_ICAS1_L3_BAPH_DoorL_1213', 'SWR_ICAS1_L3_BAPH_DoorL_174', 'SWR_ICAS1_L3_BAPH_DoorL_172', 'SWR_ICAS1_L3_BAPH_DoorL_173', 'SWR_ICAS1_L3_BAPH_DoorL_1233', 'SWR_ICAS1_L3_BAPH_DoorL_338', 'SWR_ICAS1_L3_BAPH_DoorL_965', 'SWR_ICAS1_L3_BAPH_DoorL_390', 'SWR_ICAS1_L3_BAPH_DoorL_356', 'SWR_ICAS1_L3_BAPH_DoorL_359', 'SWR_ICAS1_L3_BAPH_DoorL_360', 'SWR_ICAS1_L3_BAPH_DoorL_364', 'SWR_ICAS1_L3_BAPH_DoorL_363', 'SWR_ICAS1_L3_BAPH_DoorL_362', 'SWR_ICAS1_L3_BAPH_DoorL_366', 'SWR_ICAS1_L3_BAPH_DoorL_373', 'SWR_ICAS1_L3_BAPH_DoorL_372', 'SWR_ICAS1_L3_BAPH_DoorL_371', 'SWR_ICAS1_L3_BAPH_DoorL_374', 'SWR_ICAS1_L3_BAPH_DoorL_375', 'SWR_ICAS1_L3_BAPH_DoorL_376', 'SWR_ICAS1_L3_BAPH_DoorL_380', 'SWR_ICAS1_L3_BAPH_DoorL_379', 'SWR_ICAS1_L3_BAPH_DoorL_378', 'SWR_ICAS1_L3_BAPH_DoorL_388', 'SWR_ICAS1_L3_BAPH_DoorL_387', 'SWR_ICAS1_L3_BAPH_DoorL_386', 'SWR_ICAS1_L3_BAPH_DoorL_385', 'SWR_ICAS1_L3_BAPH_DoorL_966', 'SWR_ICAS1_L3_BAPH_DoorL_1428', 'SWR_ICAS1_L3_BAPH_DoorL_1427', 'SWR_ICAS1_L3_BAPH_DoorL_337', 'SWR_ICAS1_L3_BAPH_DoorL_336', 'SWR_ICAS1_L3_BAPH_DoorL_346', 'SWR_ICAS1_L3_BAPH_DoorL_345', 'SWR_ICAS1_L3_BAPH_DoorL_351', 'SWR_ICAS1_L3_BAPH_DoorL_350', 'SWR_ICAS1_L3_BAPH_DoorL_349', 'SWR_ICAS1_L3_BAPH_DoorL_355', 'SWR_ICAS1_L3_BAPH_DoorL_368', 'SWR_ICAS1_L3_BAPH_DoorL_369', 'SWR_ICAS1_L3_BAPH_DoorL_370', 'SWR_ICAS1_L3_BAPH_DoorL_377', 'SWR_ICAS1_L3_BAPH_DoorL_1429', 'SWR_ICAS1_L3_BAPH_DoorL_188', 'SWR_ICAS1_L3_BAPH_DoorL_191', 'SWR_ICAS1_L3_BAPH_DoorL_192', 'SWR_ICAS1_L3_BAPH_DoorL_193', 'SWR_ICAS1_L3_BAPH_DoorL_195', 'SWR_ICAS1_L3_BAPH_DoorL_196', 'SWR_ICAS1_L3_BAPH_DoorL_197', 'SWR_ICAS1_L3_BAPH_DoorL_203', 'SWR_ICAS1_L3_BAPH_DoorL_1511', 'SWR_ICAS1_L3_BAPH_DoorL_199', 'SWR_ICAS1_L3_BAPH_DoorL_352', 'SWR_ICAS1_L3_BAPH_DoorL_407', 'SWR_ICAS1_L3_BAPH_DoorL_303', 'SWR_ICAS1_L3_BAPH_DoorL_304', 'SWR_ICAS1_L3_BAPH_DoorL_305', 'SWR_ICAS1_L3_BAPH_DoorL_306', 'SWR_ICAS1_L3_BAPH_DoorL_307', 'SWR_ICAS1_L3_BAPH_DoorL_308', 'SWR_ICAS1_L3_BAPH_DoorL_300', 'SWR_ICAS1_L3_BAPH_DoorL_301', 'SWR_ICAS1_L3_BAPH_DoorL_991', 'SWR_ICAS1_L3_BAPH_DoorL_613', 'SWR_ICAS1_L3_BAPH_DoorL_616', 'SWR_ICAS1_L3_BAPH_DoorL_620', 'SWR_ICAS1_L3_BAPH_DoorL_623', 'SWR_ICAS1_L3_BAPH_DoorL_626', 'SWR_ICAS1_L3_BAPH_DoorL_629', 'SWR_ICAS1_L3_BAPH_DoorL_353', 'SWR_ICAS1_L3_BAPH_DoorL_295', 'SWR_ICAS1_L3_BAPH_DoorL_294', 'SWR_ICAS1_L3_BAPH_DoorL_296', 'SWR_ICAS1_L3_BAPH_DoorL_297', 'SWR_ICAS1_L3_BAPH_DoorL_873', 'SWR_ICAS1_L3_BAPH_DoorL_874', 'SWR_ICAS1_L3_BAPH_DoorL_875', 'SWR_ICAS1_L3_BAPH_DoorL_641', 'SWR_ICAS1_L3_BAPH_DoorL_354', 'SWR_ICAS1_L3_BAPH_DoorL_227', 'SWR_ICAS1_L3_BAPH_DoorL_228', 'SWR_ICAS1_L3_BAPH_DoorL_229', 'SWR_ICAS1_L3_BAPH_DoorL_230', 'SWR_ICAS1_L3_BAPH_DoorL_231', 'SWR_ICAS1_L3_BAPH_DoorL_882', 'SWR_ICAS1_L3_BAPH_DoorL_1143', 'SWR_ICAS1_L3_BAPH_DoorL_1147', 'SWR_ICAS1_L3_BAPH_DoorL_1148', 'SWR_ICAS1_L3_BAPH_DoorL_1002', 'SWR_ICAS1_L3_BAPH_DoorL_1141', 'SWR_ICAS1_L3_BAPH_DoorL_357', 'SWR_ICAS1_L3_BAPH_DoorL_219', 'SWR_ICAS1_L3_BAPH_DoorL_220', 'SWR_ICAS1_L3_BAPH_DoorL_531', 'SWR_ICAS1_L3_BAPH_DoorL_332', 'SWR_ICAS1_L3_BAPH_DoorL_358', 'SWR_ICAS1_L3_BAPH_DoorL_314', 'SWR_ICAS1_L3_BAPH_DoorL_311', 'SWR_ICAS1_L3_BAPH_DoorL_312', 'SWR_ICAS1_L3_BAPH_DoorL_1005', 'SWR_ICAS1_L3_BAPH_DoorL_525', 'SWR_ICAS1_L3_BAPH_DoorL_365', 'SWR_ICAS1_L3_BAPH_DoorL_263', 'SWR_ICAS1_L3_BAPH_DoorL_264', 'SWR_ICAS1_L3_BAPH_DoorL_603', 'SWR_ICAS1_L3_BAPH_DoorL_476', 'SWR_ICAS1_L3_BAPH_DoorL_992', 'SWR_ICAS1_L3_BAPH_DoorL_479', 'SWR_ICAS1_L3_BAPH_DoorL_993', 'SWR_ICAS1_L3_BAPH_DoorL_475', 'SWR_ICAS1_L3_BAPH_DoorL_952', 'SWR_ICAS1_L3_BAPH_DoorL_987', 'SWR_ICAS1_L3_BAPH_DoorL_477', 'SWR_ICAS1_L3_BAPH_DoorL_478', 'SWR_ICAS1_L3_BAPH_DoorL_481', 'SWR_ICAS1_L3_BAPH_DoorL_958', 'SWR_ICAS1_L3_BAPH_DoorL_962', 'SWR_ICAS1_L3_BAPH_DoorL_963', 'SWR_ICAS1_L3_BAPH_DoorL_964', 'SWR_ICAS1_L3_BAPH_DoorL_271', 'SWR_ICAS1_L3_BAPH_DoorL_272', 'SWR_ICAS1_L3_BAPH_DoorL_273', 'SWR_ICAS1_L3_BAPH_DoorL_274', 'SWR_ICAS1_L3_BAPH_DoorL_275', 'SWR_ICAS1_L3_BAPH_DoorL_276', 'SWR_ICAS1_L3_BAPH_DoorL_277', 'SWR_ICAS1_L3_BAPH_DoorL_278', 'SWR_ICAS1_L3_BAPH_DoorL_279', 'SWR_ICAS1_L3_BAPH_DoorL_280', 'SWR_ICAS1_L3_BAPH_DoorL_281', 'SWR_ICAS1_L3_BAPH_DoorL_282', 'SWR_ICAS1_L3_BAPH_DoorL_283', 'SWR_ICAS1_L3_BAPH_DoorL_284', 'SWR_ICAS1_L3_BAPH_DoorL_285', 'SWR_ICAS1_L3_BAPH_DoorL_286', 'SWR_ICAS1_L3_BAPH_DoorL_287', 'SWR_ICAS1_L3_BAPH_DoorL_288', 'SWR_ICAS1_L3_BAPH_DoorL_1008', 'SWR_ICAS1_L3_BAPH_DoorL_1011', 'SWR_ICAS1_L3_BAPH_DoorL_381', 'SWR_ICAS1_L3_BAPH_DoorL_399', 'SWR_ICAS1_L3_BAPH_DoorL_644', 'SWR_ICAS1_L3_BAPH_DoorL_382', 'SWR_ICAS1_L3_BAPH_DoorL_244', 'SWR_ICAS1_L3_BAPH_DoorL_245', 'SWR_ICAS1_L3_BAPH_DoorL_246', 'SWR_ICAS1_L3_BAPH_DoorL_247', 'SWR_ICAS1_L3_BAPH_DoorL_248', 'SWR_ICAS1_L3_BAPH_DoorL_1013', 'SWR_ICAS1_L3_BAPH_DoorL_648', 'SWR_ICAS1_L3_BAPH_DoorL_1422', 'SWR_ICAS1_L3_BAPH_DoorL_384', 'SWR_ICAS1_L3_BAPH_DoorL_251', 'SWR_ICAS1_L3_BAPH_DoorL_408', 'SWR_ICAS1_L3_BAPH_DoorL_409', 'SWR_ICAS1_L3_BAPH_DoorL_410', 'SWR_ICAS1_L3_BAPH_DoorL_411', 'SWR_ICAS1_L3_BAPH_DoorL_252', 'SWR_ICAS1_L3_BAPH_DoorL_253', 'SWR_ICAS1_L3_BAPH_DoorL_254', 'SWR_ICAS1_L3_BAPH_DoorL_750', 'SWR_ICAS1_L3_BAPH_DoorL_753', 'SWR_ICAS1_L3_BAPH_DoorL_1014', 'SWR_ICAS1_L3_BAPH_DoorL_747', 'SWR_ICAS1_L3_BAPH_DoorL_759', 'SWR_ICAS1_L3_BAPH_DoorL_762', 'SWR_ICAS1_L3_BAPH_DoorL_765', 'SWR_ICAS1_L3_BAPH_DoorL_389', 'SWR_ICAS1_L3_BAPH_DoorL_1445', 'SWR_ICAS1_L3_BAPH_DoorL_1451', 'SWR_ICAS1_L3_BAPH_DoorL_1447', 'SWR_ICAS1_L3_BAPH_DoorL_1448', 'SWR_ICAS1_L3_BAPH_DoorL_1446', 'SWR_ICAS1_L3_BAPH_DoorL_1210', 'SWR_ICAS1_L3_BAPH_DoorL_893', 'SWR_L3_CRoute_PSO_AP_335', 'SWR_ICAS1_L3_BAPH_DoorL_927', 'SWR_ICAS1_L3_BAPH_DoorL_928', 'SWR_ICAS1_L3_BAPH_DoorL_929', 'SWR_ICAS1_L3_BAPH_DoorL_176', 'SWR_L3_CRoute_PSO_AP_464', 'SWR_L3_CRoute_PSO_AP_135', 'SWR_ICAS1_L3_BAPH_DoorL_1423', 'SWR_ICAS1_L3_BAPH_DoorL_1424', 'SWR_ICAS1_L3_BAPH_DoorL_1425', 'SWR_L3_CRoute_PSO_AP_590', 'SWR_L3_CRoute_PSO_AP_449', 'SWR_ICAS1_L3_BAPH_DoorL_1232', 'SWR_ICAS1_L3_BAPH_DoorL_1206', 'SWR_ICAS1_L3_BAPH_DoorL_1212', 'SWR_ICAS1_L3_BAPH_DoorL_1209']"""
